date_time,ms_played,minutes_played,country,episode_name,show_name,album_name,track_name,artist_name,skipped,type
2021-11-24 08:18:26+00:00,20099,0.334983333,NZ,S3E14｜萬世師表：古代孔子形象流變,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-24 08:41:36+00:00,1390677,23.17795,NZ,［她的故事，就是一部現代史］----梅克爾（1）,海獅說---生活裡的小世界史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-24 09:56:55+00:00,4516726,75.27876667,NZ,#046 Vana Candles╳真人版Elsa的雪國熱血心！Let it go魔法的秘密：瑞典女王克莉絲蒂娜｜奇葩列傳01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-24 19:01:18+00:00,23253,0.38755,NZ,S3E12｜最好玩的文物探險！故宮童樂節遊玩攻略,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-24 20:27:56+00:00,3942916,65.71526667,NZ,S3E21｜航向天方 #首部曲  行旅記憶中的伊斯蘭風潮,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 00:42:25+00:00,3696362,61.60603333,NZ,"EP75｜匿名信揭公廁""鹽醃頭顱""！鄰居排水管不斷溢出的絞肉...｜醃頭案．上",我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 04:28:39+00:00,2391616,39.86026667,NZ,S3E21｜航向天方 #首部曲  行旅記憶中的伊斯蘭風潮,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 05:31:24+00:00,3377813,56.29688333,NZ,#045全家都是同性戀？鬩牆姊妹與她們的女人：瑪麗與安妮｜兒戲英倫04,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 05:57:16+00:00,1554146,25.90243333,NZ,S3E21｜航向天方 #首部曲  行旅記憶中的伊斯蘭風潮,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 06:39:12+00:00,2207059,36.78431667,NZ,S3E18｜喝茶趣，遇見東亞茶文化,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 06:39:13+00:00,56,0.000933333,NZ,S3E19｜鎮院國寶番外篇-美的傳承與開創,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 07:04:19+00:00,1498624,24.97706667,NZ,"EP75｜匿名信揭公廁""鹽醃頭顱""！鄰居排水管不斷溢出的絞肉...｜醃頭案．上",我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 07:41:09+00:00,2211042,36.8507,NZ,S01EP13｜夏目漱石：「一切安樂，無不來自困苦」——被拋棄又被溺愛的童年，讓他深陷羞愧感無法逃脫【周慕姿｜作家的靈魂腳本】,周慕姿讀靈魂腳本——那些人沒有說出口的傷,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 08:06:24+00:00,1496296,24.93826667,NZ,S01EP01｜太宰治(上集)：面對這世間的痛苦，認真就輸了【周慕姿｜作家的靈魂腳本】,周慕姿讀靈魂腳本——那些人沒有說出口的傷,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 08:36:57+00:00,1832736,30.5456,NZ,S01EP02｜太宰治(下集)：永恆少年——我想殺掉的，其實是充滿羞愧的自己【周慕姿｜作家的靈魂腳本】,周慕姿讀靈魂腳本——那些人沒有說出口的傷,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 09:34:12+00:00,157541,2.625683333,NZ,S01EP03｜三島由紀夫：追求內心認定的「完美自我」，認真而過度努力地面對人生【周慕姿｜作家的靈魂腳本】,周慕姿讀靈魂腳本——那些人沒有說出口的傷,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 10:28:14+00:00,1179413,19.65688333,NZ,#046 Vana Candles╳真人版Elsa的雪國熱血心！Let it go魔法的秘密：瑞典女王克莉絲蒂娜｜奇葩列傳01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 11:22:23+00:00,3250102,54.16836667,NZ,S3E22｜匠人魂：文物醫生-故宮文物修復師,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 18:53:43+00:00,3080720,51.34533333,NZ,S3E22｜匠人魂：文物醫生-故宮文物修復師,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 20:23:16+00:00,3250102,54.16836667,NZ,S3E22｜匠人魂：文物醫生-故宮文物修復師,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 20:24:02+00:00,19562,0.326033333,NZ,S1EP01 | 院長給問嗎？吳密察院長解密故宮重要性！,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 22:12:48+00:00,572352,9.5392,NZ,S3E15｜秋日風情：賞蟹、畫蟹、吃螃蟹,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-25 23:44:59+00:00,5461707,91.02845,NZ,EP76｜搜屍犬聞出電鍋曾裝頭顱！碎屍殘骨消失、母求情讓狠兄逃死｜醃頭案．下,我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 02:16:50+00:00,3250102,54.16836667,NZ,S3E22｜匠人魂：文物醫生-故宮文物修復師,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 03:27:55+00:00,3612121,60.20201667,NZ,#039 Feat.故宮╳創辦邪教發大財，教你0成本操控人心！另外還有國寶界的醫美專家哦｜亂叨侃史03,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 03:41:08+00:00,166599,2.77665,NZ,#040瘋魔亦難活！扭曲中萌芽的純愛，詛咒的終章：卡洛斯二世｜藍血幽魂06,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 03:41:59+00:00,9728,0.162133333,NZ,#039 Feat.故宮╳創辦邪教發大財，教你0成本操控人心！另外還有國寶界的醫美專家哦｜亂叨侃史03,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 06:01:43+00:00,4654497,77.57495,NZ,#045全家都是同性戀？鬩牆姊妹與她們的女人：瑪麗與安妮｜兒戲英倫04,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 21:03:00+00:00,2985364,49.75606667,NZ,#046 Vana Candles╳真人版Elsa的雪國熱血心！Let it go魔法的秘密：瑞典女王克莉絲蒂娜｜奇葩列傳01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 21:08:43+00:00,341952,5.6992,NZ,#046 Vana Candles╳真人版Elsa的雪國熱血心！Let it go魔法的秘密：瑞典女王克莉絲蒂娜｜奇葩列傳01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 21:23:42+00:00,890880,14.848,NZ,吃史EP79 肉骨茶與馬來亞的愛恨情仇（下）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 21:24:37+00:00,17344,0.289066667,NZ,吃史EP01 蚵仔煎救了鄭成功大軍 ？！,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 22:44:29+00:00,440789,7.346483333,NZ,吃史EP58 IKEA 肉丸不可告人的秘密！（瑞典史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-26 23:31:50+00:00,184157,3.069283333,NZ,#045全家都是同性戀？鬩牆姊妹與她們的女人：瑪麗與安妮｜兒戲英倫04,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-27 04:37:09+00:00,280666,4.677766667,NZ,吃史EP58 IKEA 肉丸不可告人的秘密！（瑞典史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-27 04:38:33+00:00,81159,1.35265,NZ,吃史EP59 獻出你們的生日蛋糕！（古希臘史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-27 04:47:59+00:00,567745,9.462416667,NZ,吃史EP78 肉骨茶與馬來亞的愛恨情仇（上）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-27 05:02:50+00:00,890880,14.848,NZ,吃史EP79 肉骨茶與馬來亞的愛恨情仇（下）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-27 07:50:27+00:00,150186,2.5031,NZ,吃史EP01 蚵仔煎救了鄭成功大軍 ？！,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-27 08:41:30+00:00,115426,1.923766667,NZ,吃史EP01 蚵仔煎救了鄭成功大軍 ？！,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-27 09:37:26+00:00,1731285,28.85475,NZ,EP78｜質感人生背後的執著，林志玲：「寧願傻，也不願失去愛與被愛的機會」,劉軒的How to人生學,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-27 09:58:07+00:00,445396,7.423266667,NZ,EP76｜搜屍犬聞出電鍋曾裝頭顱！碎屍殘骨消失、母求情讓狠兄逃死｜醃頭案．下,我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-28 03:07:08+00:00,603242,10.05403333,NZ,EP78｜質感人生背後的執著，林志玲：「寧願傻，也不願失去愛與被愛的機會」,劉軒的How to人生學,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-28 18:07:35+00:00,1715626,28.59376667,NZ,#045全家都是同性戀？鬩牆姊妹與她們的女人：瑪麗與安妮｜兒戲英倫04,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-28 18:34:20+00:00,1593685,26.56141667,NZ,EP114 | 美國6歲選美皇后家中離奇死亡 沒有入侵跡象、兇手就是家人嗎？,阿善師鑑識實錄,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-28 19:10:30+00:00,2169885,36.16475,NZ,［梅克爾3：小女孩與總理］,海獅說---生活裡的小世界史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-28 19:17:35+00:00,372096,6.2016,NZ,EP78｜質感人生背後的執著，林志玲：「寧願傻，也不願失去愛與被愛的機會」,劉軒的How to人生學,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-28 23:43:42+00:00,4275498,71.2583,NZ,EP76｜搜屍犬聞出電鍋曾裝頭顱！碎屍殘骨消失、母求情讓狠兄逃死｜醃頭案．下,我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 00:47:28+00:00,2630848,43.84746667,NZ,S3E22｜匠人魂：文物醫生-故宮文物修復師,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 00:47:46+00:00,14911,0.248516667,NZ,S5EP46 金鐘視后｜蕭艾：表演沒有對錯，演員也必須找尋自己特質與角色貼近的部分,馬力歐陪你喝一杯,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 00:59:41+00:00,714901,11.91501667,NZ,EP114 | 美國6歲選美皇后家中離奇死亡 沒有入侵跡象、兇手就是家人嗎？,阿善師鑑識實錄,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 03:42:25+00:00,572800,9.546666667,NZ,月老特別版-九把刀,腦闆想什麼？,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 04:20:01+00:00,1967650,32.79416667,NZ,月老特別版-九把刀,腦闆想什麼？,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 05:23:10+00:00,3668842,61.14736667,NZ,S5EP46 金鐘視后｜蕭艾：表演沒有對錯，演員也必須找尋自己特質與角色貼近的部分,馬力歐陪你喝一杯,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 05:24:00+00:00,50154,0.8359,NZ,S3E22｜匠人魂：文物醫生-故宮文物修復師,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 06:06:20+00:00,2515051,41.91751667,NZ,S3E21｜航向天方 #首部曲  行旅記憶中的伊斯蘭風潮,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 06:52:04+00:00,2724138,45.4023,NZ,#034台新Richart╳比恐怖更恐怖的故事：那些年被慘割的古代韭菜們｜亂叨侃史02,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 07:42:28+00:00,1354934,22.58223333,NZ,#035 Hazel的暴躁一言堂！用玻璃心碎掉的聲音慶祝，還有歷史小故事｜雜談,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-29 22:03:10+00:00,7213930,120.2321667,NZ,#047穿越時空的邪靈！比女巫更毒的真相：神話墜落｜獵巫紀實01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 00:00:59+00:00,6614762,110.2460333,NZ,死囚／富家子狠砍心儀女176刀！牆滲紅水、運屍車夜半開闔...兇手提再審拖延槍決｜王鴻偉．上,我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 00:32:14+00:00,1592448,26.5408,NZ,EP79｜【心情Studio】面對喜歡的人，如何好好把握時機？,劉軒的How to人生學,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 01:37:35+00:00,3911125,65.18541667,NZ,死囚／富家子狠砍心儀女176刀！牆滲紅水、運屍車夜半開闔...兇手提再審拖延槍決｜王鴻偉．上,我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 03:01:01+00:00,4762477,79.37461667,NZ,#047穿越時空的邪靈！比女巫更毒的真相：神話墜落｜獵巫紀實01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 03:15:25+00:00,590760,9.846,NZ,吃史EP17 酒之呼吸の奧義  禁酒令！！！（美國史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 03:21:44+00:00,376782,6.2797,NZ,吃史EP18 糖做的海嘯來了！！！（美國史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 04:26:33+00:00,3570653,59.51088333,NZ,死囚／富家子狠砍心儀女176刀！牆滲紅水、運屍車夜半開闔...兇手提再審拖延槍決｜王鴻偉．上,我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 05:28:39+00:00,3252705,54.21175,NZ,S3E22｜匠人魂：文物醫生-故宮文物修復師,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 05:48:24+00:00,1161348,19.3558,NZ,S1EP01 | 院長給問嗎？吳密察院長解密故宮重要性！,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 05:48:57+00:00,32416,0.540266667,NZ,S1EP02 | 國寶老實說！超人氣翠玉白菜和肉形石的秘密！,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 06:05:12+00:00,974591,16.24318333,NZ,#047穿越時空的邪靈！比女巫更毒的真相：神話墜落｜獵巫紀實01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 19:05:42+00:00,3620344,60.33906667,NZ,#031穿越時空洗個澡！潔癖天后VS.灌腸王：歐洲衛生簡史｜亂叨侃史01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 19:23:25+00:00,1061475,17.69125,NZ,#032絕世綠帽傳奇造就的鋼鐵女王：卡斯提爾的伊莎貝拉｜藍血幽魂01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 19:30:41+00:00,435371,7.256183333,NZ,#033狹路逢渣霸！被愛情摧毀的白富美：瘋女胡安娜｜藍血幽魂02,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 21:09:06+00:00,2443782,40.7297,NZ,#034台新Richart╳比恐怖更恐怖的故事：那些年被慘割的古代韭菜們｜亂叨侃史02,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 21:56:49+00:00,1416444,23.6074,NZ,#034台新Richart╳比恐怖更恐怖的故事：那些年被慘割的古代韭菜們｜亂叨侃史02,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 22:14:16+00:00,1047862,17.46436667,NZ,［她的故事，就是一部現代史］----梅克爾（1）,海獅說---生活裡的小世界史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 22:47:03+00:00,1966101,32.76835,NZ,［梅克爾2：歐盟漫長路］,海獅說---生活裡的小世界史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 23:23:07+00:00,2161931,36.03218333,NZ,［梅克爾3：小女孩與總理］,海獅說---生活裡的小世界史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 23:24:20+00:00,74336,1.238933333,NZ,吃史EP18 糖做的海嘯來了！！！（美國史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 23:33:29+00:00,548543,9.142383333,NZ,吃史EP19  經濟大蕭條主題餐廳～（美國史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 23:41:55+00:00,505991,8.433183333,NZ,吃史EP20  悲情女王與她的馬卡龍~（法國史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 23:50:44+00:00,527976,8.7996,NZ,吃史EP21 老哀啦~今仔日呷菜喔！（世界史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 23:51:30+00:00,45263,0.754383333,NZ,吃史EP22 解放重生的巴西國菜～（巴西史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-11-30 23:56:32+00:00,301816,5.030266667,NZ,吃史EP23 霸道騎士愛上糖～（歐洲史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 00:06:34+00:00,600960,10.016,NZ,吃史EP24 千辛萬苦的香菜之路~（中國史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 00:16:03+00:00,568536,9.4756,NZ,吃史EP25 三餐吃飽飽~工業革命要做好！（英國史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 00:26:31+00:00,627576,10.4596,NZ,吃史EP26 廚師守護者—魚丸~（中國史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 00:30:26+00:00,234456,3.9076,NZ,吃史EP27 俄羅斯香檳前傳：飢餓的力量（蘇聯史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 00:41:56+00:00,689808,11.4968,NZ,吃史EP28 國家機器轟轟轟～俄羅斯香檳咚咚咚～（蘇聯史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 00:55:43+00:00,826880,13.78133333,NZ,吃史EP29 選舉後，來塊蛋糕吧！（美國史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 00:56:04+00:00,20253,0.33755,NZ,吃史EP30 幕後特輯 : 吃史的歷史,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 00:56:20+00:00,14442,0.2407,NZ,吃史EP32 遠離毒害 港奶相伴（香港史）,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 03:10:35+00:00,1476351,24.60585,NZ,吃史EP30 幕後特輯 : 吃史的歷史,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 04:56:15+00:00,4154237,69.23728333,NZ,#036全家一起賣身去！教你結婚發大財：哈布斯堡攻略｜藍血幽魂03,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 06:16:09+00:00,4455614,74.26023333,NZ,#037騎士、皇帝、寵妻魔！讓教宗腳軟的霸道總裁：查理五世｜藍血幽魂04,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 10:00:45+00:00,2859359,47.65598333,NZ,#038剋妻命Vs.變態兒，多重亂倫造就的黃金盛世：日不落帝國夢｜藍血幽魂05,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 19:00:22+00:00,1701632,28.36053333,NZ,#038剋妻命Vs.變態兒，多重亂倫造就的黃金盛世：日不落帝國夢｜藍血幽魂05,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 20:07:03+00:00,2839840,47.33066667,NZ,#039 Feat.故宮╳創辦邪教發大財，教你0成本操控人心！另外還有國寶界的醫美專家哦｜亂叨侃史03,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 22:28:18+00:00,763273,12.72121667,NZ,#039 Feat.故宮╳創辦邪教發大財，教你0成本操控人心！另外還有國寶界的醫美專家哦｜亂叨侃史03,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-01 23:30:05+00:00,596290,9.938166667,NZ,#040瘋魔亦難活！扭曲中萌芽的純愛，詛咒的終章：卡洛斯二世｜藍血幽魂06,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 00:36:27+00:00,2026837,33.78061667,NZ,#041台新Richart╳抓馬這一家！男寵對決枕頭風，開演即高潮的狗血劇：斯圖亞特家族｜兒戲英倫01,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 01:33:38+00:00,2155743,35.92905,NZ,21. 光點台北 Part 1：前美國大使官邸＆侯導狂粉集散地 ft. 總監  Susan,別叫我大使夫人 On the Right Side of the Ambassador,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 04:51:38+00:00,3043196,50.71993333,NZ,#042真．玩咖日誌！要宮鬥更要爽的時間管理大師：極樂快活王｜兒戲英倫02,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 05:29:19+00:00,1593655,26.56091667,NZ,#043掀開爽廢渣男假面具！父女姊弟的相愛相殺：光榮革命｜兒戲英倫03,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 06:20:42+00:00,1398124,23.30206667,NZ,S2E18｜別擔心！有我在💪故宮文物的安全守門員,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 06:49:35+00:00,1732414,28.87356667,NZ,S2E20｜開箱乾隆皇帝的銅器收藏！青銅器怪名字簋？匜？盉？是什麼意思？,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 07:23:45+00:00,2049097,34.15161667,NZ,S2E21｜故宮也有實驗室？大解密文物科學鑑識，真真假假無所遁形！,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 07:49:18+00:00,1533178,25.55296667,NZ,S2E22｜呷茶未？皇帝的紫砂壺！一起來喝茶吧♥,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 08:16:44+00:00,1645662,27.4277,NZ,S2E23｜古代也有貓奴(ΦωΦ)這集要來開箱故宮的貓咪！,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 08:47:32+00:00,1847222,30.78703333,NZ,S2E24｜古裝迷看這裡！開箱古人的美甲時尚✨,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 09:26:56+00:00,2065134,34.4189,NZ,S2E25｜朕知道了！揭開故宮院藏奏摺的秘辛！,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-02 19:06:15+00:00,1012757,16.87928333,NZ,S3E23｜刻石取拓：故宮碑帖特展,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-03 00:16:07+00:00,1792917,29.88195,NZ,死囚／殺人該償命還是教誨？黃明鎮輔導陳進興等200死刑犯：槍決不會終結家屬痛苦｜王鴻偉．下,我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-03 02:47:15+00:00,159893,2.664883333,NZ,S3E23｜刻石取拓：故宮碑帖特展,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-03 04:16:54+00:00,41834,0.697233333,NZ,JJ Lin Interview | New Single “Bedroom” featuring Anne-Marie,Music Interviews with Rob Herrera on Front Row Live,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-03 05:16:04+00:00,1033685,17.22808333,NZ,《 2020 吃史啦 ! ! ! 》新年願望時光膠囊,吃史 Eat History,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-03 05:39:28+00:00,1403053,23.38421667,NZ,S3E23｜刻石取拓：故宮碑帖特展,宮說宮有理－國立故宮博物院 National Palace Museum,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-03 05:53:09+00:00,377322,6.2887,NZ,死囚／殺人該償命還是教誨？黃明鎮輔導陳進興等200死刑犯：槍決不會終結家屬痛苦｜王鴻偉．下,我在案發現場,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
2021-12-03 06:40:55+00:00,2866758,47.7793,NZ,#013是受暴少女或妖艷蕩婦？牢籠中的自由靈魂：瑪戈王后｜紅妝法蘭西1,時間的女兒：八卦歷史,No Album Name,No Track Name,No Artist Name,FALSE,Podcast Show
